0;0
0,01;0
0,02;0
0,03;0
0,04;0
0,05;1,89554e-317
0,06;1,53E-302
0,07;3,21E-290
0,08;9,38E-280
0,09;1,11E-270
0,1;1,07E-262
0,11;1,42E-255
0,12;3,69E-249
0,13;2,49E-243
0,14;5,38E-238
0,15;4,41E-233
0,16;1,56E-228
0,17;2,67E-224
0,18;2,40E-220
0,19;1,22E-216
0,2;3,76E-213
0,21;7,35E-210
0,22;9,57E-207
0,23;8,60E-204
0,24;5,53E-201
0,25;2,61E-198
0,26;9,34E-196
0,27;2,58E-193
0,28;5,61E-191
0,29;9,79E-189
0,3;1,39E-186
0,31;1,64E-184
0,32;1,62E-182
0,33;1,35E-180
0,34;9,67E-179
0,35;5,99E-177
0,36;3,24E-175
0,37;1,54E-173
0,38;6,48E-172
0,39;2,44E-170
0,4;8,21E-169
0,41;2,50E-167
0,42;6,91E-166
0,43;1,74E-164
0,44;4,02E-163
0,45;8,55E-162
0,46;1,68E-160
0,47;3,05E-159
0,48;5,16E-158
0,49;8,16E-157
0,5;1,21E-155
0,51;1,67E-154
0,52;2,19E-153
0,53;2,70E-152
0,54;3,14E-151
0,55;3,48E-150
0,56;3,65E-149
0,57;3,65E-148
0,58;3,47E-147
0,59;3,16E-146
0,6;2,75E-145
0,61;2,29E-144
0,62;1,84E-143
0,63;1,41E-142
0,64;1,05E-141
0,65;7,47E-141
0,66;5,14E-140
0,67;3,42E-139
0,68;2,20E-138
0,69;1,37E-137
0,7;8,24E-137
0,71;4,82E-136
0,72;2,74E-135
0,73;1,51E-134
0,74;8,11E-134
0,75;4,23E-133
0,76;2,15E-132
0,77;1,07E-131
0,78;5,17E-131
0,79;2,44E-130
0,8;1,13E-129
0,81;5,07E-129
0,82;2,24E-128
0,83;9,65E-128
0,84;4,08E-127
0,85;1,69E-126
0,86;6,84E-126
0,87;2,72E-125
0,88;1,06E-124
0,89;4,07E-124
0,9;1,53E-123
0,91;5,65E-123
0,92;2,05E-122
0,93;7,34E-122
0,94;2,58E-121
0,95;8,91E-121
0,96;3,03E-120
0,97;1,02E-119
0,98;3,35E-119
0,99;1,09E-118
1;3,50E-118
1,01;1,11E-117
1,02;3,45E-117
1,03;1,06E-116
1,04;3,22E-116
1,05;9,66E-116
1,06;2,86E-115
1,07;8,36E-115
1,08;2,41E-114
1,09;6,89E-114
1,1;1,94E-113
1,11;5,42E-113
1,12;1,50E-112
1,13;4,08E-112
1,14;1,10E-111
1,15;2,94E-111
1,16;7,76E-111
1,17;2,03E-110
1,18;5,26E-110
1,19;1,35E-109
1,2;3,42E-109
1,21;8,61E-109
1,22;2,15E-108
1,23;5,30E-108
1,24;1,30E-107
1,25;3,15E-107
1,26;7,58E-107
1,27;1,81E-106
1,28;4,27E-106
1,29;1,00E-105
1,3;2,33E-105
1,31;5,39E-105
1,32;1,23E-104
1,33;2,80E-104
1,34;6,33E-104
1,35;1,42E-103
1,36;3,15E-103
1,37;6,95E-103
1,38;1,52E-102
1,39;3,32E-102
1,4;7,17E-102
1,41;1,54E-101
1,42;3,28E-101
1,43;6,95E-101
1,44;1,46E-100
1,45;3,06E-100
1,46;6,37E-100
1,47;1,32E-99
1,48;2,70E-99
1,49;5,51E-99
1,5;1,12E-98
1,51;2,26E-98
1,52;4,53E-98
1,53;9,03E-98
1,54;1,79E-97
1,55;3,54E-97
1,56;6,94E-97
1,57;1,35E-96
1,58;2,63E-96
1,59;5,08E-96
1,6;9,76E-96
1,61;1,87E-95
1,62;3,55E-95
1,63;6,72E-95
1,64;1,27E-94
1,65;2,38E-94
1,66;4,43E-94
1,67;8,24E-94
1,68;1,52E-93
1,69;2,80E-93
1,7;5,14E-93
1,71;9,37E-93
1,72;1,70E-92
1,73;3,08E-92
1,74;5,55E-92
1,75;9,95E-92
1,76;1,78E-91
1,77;3,16E-91
1,78;5,60E-91
1,79;9,89E-91
1,8;1,74E-90
1,81;3,04E-90
1,82;5,31E-90
1,83;9,23E-90
1,84;1,60E-89
1,85;2,75E-89
1,86;4,73E-89
1,87;8,10E-89
1,88;1,38E-88
1,89;2,35E-88
1,9;3,98E-88
1,91;6,72E-88
1,92;1,13E-87
1,93;1,90E-87
1,94;3,17E-87
1,95;5,28E-87
1,96;8,77E-87
1,97;1,45E-86
1,98;2,39E-86
1,99;3,94E-86
2;6,46E-86
2,01;1,06E-85
2,02;1,72E-85
2,03;2,79E-85
2,04;4,52E-85
2,05;7,31E-85
2,06;1,18E-84
2,07;1,89E-84
2,08;3,02E-84
2,09;4,83E-84
2,1;7,68E-84
2,11;1,22E-83
2,12;1,93E-83
2,13;3,05E-83
2,14;4,80E-83
2,15;7,54E-83
2,16;1,18E-82
2,17;1,85E-82
2,18;2,88E-82
2,19;4,47E-82
2,2;6,93E-82
2,21;1,07E-81
2,22;1,65E-81
2,23;2,54E-81
2,24;3,90E-81
2,25;5,98E-81
2,26;9,14E-81
2,27;1,39E-80
2,28;2,12E-80
2,29;3,21E-80
2,3;4,86E-80
2,31;7,35E-80
2,32;1,11E-79
2,33;1,66E-79
2,34;2,50E-79
2,35;3,74E-79
2,36;5,58E-79
2,37;8,32E-79
2,38;1,24E-78
2,39;1,84E-78
2,4;2,72E-78
2,41;4,02E-78
2,42;5,93E-78
2,43;8,73E-78
2,44;1,28E-77
2,45;1,88E-77
2,46;2,75E-77
2,47;4,02E-77
2,48;5,86E-77
2,49;8,52E-77
2,5;1,24E-76
2,51;1,79E-76
2,52;2,60E-76
2,53;3,75E-76
2,54;5,40E-76
2,55;7,77E-76
2,56;1,12E-75
2,57;1,60E-75
2,58;2,29E-75
2,59;3,27E-75
2,6;4,66E-75
2,61;6,64E-75
2,62;9,43E-75
2,63;1,34E-74
2,64;1,90E-74
2,65;2,68E-74
2,66;3,78E-74
2,67;5,33E-74
2,68;7,50E-74
2,69;1,05E-73
2,7;1,48E-73
2,71;2,07E-73
2,72;2,89E-73
2,73;4,04E-73
2,74;5,63E-73
2,75;7,83E-73
2,76;1,09E-72
2,77;1,51E-72
2,78;2,09E-72
2,79;2,89E-72
2,8;3,99E-72
2,81;5,51E-72
2,82;7,58E-72
2,83;1,04E-71
2,84;1,43E-71
2,85;1,96E-71
2,86;2,69E-71
2,87;3,68E-71
2,88;5,02E-71
2,89;6,84E-71
2,9;9,32E-71
2,91;1,27E-70
2,92;1,72E-70
2,93;2,33E-70
2,94;3,16E-70
2,95;4,27E-70
2,96;5,77E-70
2,97;7,79E-70
2,98;1,05E-69
2,99;1,41E-69
3;1,90E-69
3,01;2,55E-69
3,02;3,41E-69
3,03;4,57E-69
3,04;6,11E-69
3,05;8,16E-69
3,06;1,09E-68
3,07;1,45E-68
3,08;1,93E-68
3,09;2,57E-68
3,1;3,41E-68
3,11;4,52E-68
3,12;5,99E-68
3,13;7,92E-68
3,14;1,05E-67
3,15;1,38E-67
3,16;1,82E-67
3,17;2,40E-67
3,18;3,16E-67
3,19;4,15E-67
3,2;5,44E-67
3,21;7,14E-67
3,22;9,35E-67
3,23;1,22E-66
3,24;1,60E-66
3,25;2,09E-66
3,26;2,72E-66
3,27;3,55E-66
3,28;4,62E-66
3,29;6,00E-66
3,3;7,79E-66
3,31;1,01E-65
3,32;1,31E-65
3,33;1,70E-65
3,34;2,20E-65
3,35;2,84E-65
3,36;3,66E-65
3,37;4,73E-65
3,38;6,09E-65
3,39;7,84E-65
3,4;1,01E-64
3,41;1,30E-64
3,42;1,66E-64
